seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500949,6,6,"[1,2,2,1,1,1]","[2,3,2,3,3,3]","[[2,3],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,3,4],[4],[0]]",FEASIBLE,FEASIBLE,null,0.306093000,0.157181000,False
500950,2,4,"[2,2]","[2,2,1,3]","[[1,2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.011465000,0.022433000,False
500951,1,6,[2],"[3,3,2,2,3,2]","[[1,5]]",FEASIBLE,FEASIBLE,null,0.005884000,0.015697000,False
500952,5,7,"[1,3,3,1,2]","[1,2,2,2,1,2,3]","[[0,1,3,5],[1,2,4,5,6],[0,1,4,6],[2,3,6],[5,6]]",FEASIBLE,FEASIBLE,null,0.187153000,0.061670000,False
500953,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.011213000,0.039252000,False
500954,3,4,"[1,2,1]","[2,3,1,1]","[[0,1,2,3],[2,3],[3]]",UNSAT,UNSAT,"[1,2]",0.019640000,0.031978000,False
500955,2,3,"[2,1]","[1,3,3]","[[0,1,2],[0,2]]",FEASIBLE,FEASIBLE,null,0.009216000,0.020258000,False
500956,7,1,"[1,1,1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010647000,0.037108000,False
500957,5,5,"[1,1,1,2,1]","[1,2,1,1,1]","[[1,4],[0],[0,2,3,4],[0,1,4],[0,1,3]]",FEASIBLE,FEASIBLE,null,0.119103000,0.036282000,False
500958,7,6,"[1,1,1,1,2,1,1]","[3,2,2,1,2,2]","[[2,4,5],[3],[3],[0,1,2,3,4,5],[1,2,5],[1,5],[3]]",UNSAT,UNSAT,"[1,2]",0.057552000,0.050123000,False
500959,6,7,"[3,1,2,1,3,3]","[2,3,1,1,3,3,2]","[[0,2,3,5,6],[0],[0,4],[0,2,3,4,5,6],[0,2,6],[1,2,3,4,6]]",UNSAT,UNSAT,"[1,2,4]",0.163224000,0.091300000,False
500960,5,2,"[2,1,2,1,1]","[2,2]","[[0,1],[1],[0,1],[0],[1]]",UNSAT,UNSAT,"[0,1,2]",0.029583000,0.039464000,False
500961,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.007589000,0.108831000,False
500962,3,6,"[2,2,1]","[1,2,1,3,2,1]","[[0,1,2,3,4,5],[0,1,2,3,4,5],[3]]",FEASIBLE,FEASIBLE,null,0.032027000,0.031217000,False
500963,7,7,"[1,1,1,2,3,1,3]","[2,2,3,1,2,1,1]","[[0],[3],[3,5],[1,5,6],[0,1,5],[5],[0,1,3,6]]",UNSAT,UNSAT,"[4,5]",0.122708000,0.061773000,False
500964,2,4,"[1,2]","[1,2,2,1]","[[0],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.010718000,0.019980000,False
500965,6,5,"[1,1,1,1,1,2]","[3,1,1,2,2]","[[0,1,3,4],[0,1,2,3,4],[4],[0,1,2,3,4],[3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.262032000,0.042793000,False
500966,7,3,"[1,1,1,1,3,1,1]","[2,2,1]","[[0,2],[0,2],[0,2],[0],[0,1,2],[1,2],[0,1,2]]",UNSAT,UNSAT,"[0,1,4]",0.073093000,0.053814000,False
500967,5,6,"[3,1,3,2,1]","[2,3,3,2,3,3]","[[0,1,3],[1,2],[0,1,2,3,4],[0,1,2,3,4,5],[3,4]]",FEASIBLE,FEASIBLE,null,0.138053000,0.045628000,False
500968,2,2,"[1,1]","[2,2]","[[1],[0]]",FEASIBLE,FEASIBLE,null,0.007130000,0.013617000,False
500969,5,2,"[1,1,1,1,1]","[3,1]","[[0,1],[0],[0],[0,1],[0]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.058928000,0.036271000,False
500970,2,4,"[3,1]","[2,1,2,1]","[[0,1,2,3],[2]]",FEASIBLE,FEASIBLE,null,0.010430000,0.020889000,False
500971,4,7,"[1,2,1,1]","[1,3,1,3,3,1,3]","[[4],[0,2,3,4,6],[0],[0]]",UNSAT,UNSAT,"[2,3]",0.046556000,0.045876000,False
500972,5,2,"[1,1,1,1,1]","[3,1]","[[1],[1],[1],[1],[0]]",UNSAT,UNSAT,"[0,1]",0.014735000,0.031405000,False
500973,5,5,"[3,3,3,1,2]","[3,1,3,2,1]","[[2,3,4],[0,1,2,3,4],[0,1,2,3],[3],[0,1,3,4]]",UNSAT,UNSAT,"[0,1,2,3]",0.097380000,0.141025000,False
500974,4,2,"[1,1,1,1]","[2,3]","[[0],[0],[1],[0,1]]",FEASIBLE,FEASIBLE,null,0.029310000,0.022398000,False
500975,3,2,"[1,1,1]","[2,1]","[[1],[1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.008939000,0.025039000,False
500976,3,2,"[1,1,1]","[3,2]","[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.014664000,0.017037000,False
500977,6,2,"[1,1,1,1,1,1]","[3,1]","[[1],[0,1],[1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,2]",0.015032000,0.040561000,False
500978,7,7,"[3,2,1,2,2,1,1]","[1,3,2,2,3,2,2]","[[0,1,2,4,5,6],[1,2,3,5,6],[4,5],[0,1,2,3,4,5,6],[1,3,4],[2,3],[0,1,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.694801000,0.084906000,False
500979,6,6,"[1,1,2,1,1,1]","[1,3,1,1,3,2]","[[5],[5],[1,4],[0,1,2,3,4,5],[1],[1]]",FEASIBLE,FEASIBLE,null,0.307892000,0.035867000,False
500980,2,5,"[2,2]","[2,3,1,1,3]","[[1,2,4],[1,2]]",FEASIBLE,FEASIBLE,null,0.012182000,0.027432000,False
500981,4,2,"[1,2,1,2]","[1,1]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.009935000,0.034344000,False
500982,1,3,[1],"[2,3,1]",[[0]],FEASIBLE,FEASIBLE,null,0.003867000,0.010614000,False
500983,7,3,"[1,1,1,3,2,1,2]","[1,2,1]","[[1],[0,1,2],[0],[0,1,2],[0,1],[2],[1,2]]",UNSAT,UNSAT,"[2,3]",0.043651000,0.050181000,False
500984,6,4,"[3,1,1,1,3,3]","[1,1,3,1]","[[0,1,2],[1,2],[3],[2],[0,1,2,3],[1,2,3]]",UNSAT,UNSAT,"[0,4]",0.028430000,0.052903000,False
500985,3,6,"[3,1,3]","[2,2,1,1,2,3]","[[1,3,5],[3],[0,2,3,4]]",UNSAT,UNSAT,"[0,1]",0.016593000,0.038710000,False
500986,4,4,"[2,2,1,1]","[3,2,1,2]","[[2,3],[0,1,2,3],[2,3],[3]]",UNSAT,UNSAT,"[0,2,3]",0.039145000,0.119948000,False
500987,1,4,[2],"[3,3,1,2]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.004395000,0.015187000,False
500988,1,7,[1],"[1,3,2,3,3,2,2]","[[0,1,6]]",FEASIBLE,FEASIBLE,null,0.005847000,0.013616000,False
500989,4,3,"[1,1,3,1]","[2,1,3]","[[2],[0,2],[0,1,2],[1]]",UNSAT,UNSAT,"[2,3]",0.024822000,0.034831000,False
500990,7,5,"[1,1,2,2,3,2,1]","[3,3,3,3,3]","[[3],[0,1,2,3,4],[0,1,2],[0,1,3,4],[1,2,3],[0,1,3,4],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.497390000,0.054717000,False
500991,6,3,"[3,1,2,1,1,1]","[1,1,3]","[[0,1,2],[1,2],[0,1,2],[1,2],[1,2],[0]]",UNSAT,UNSAT,"[0,2]",0.019438000,0.049739000,False
500992,5,2,"[1,1,1,1,1]","[2,3]","[[0],[0,1],[0,1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.057240000,0.037153000,False
500993,1,6,[2],"[3,1,3,1,3,2]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.005301000,0.017216000,False
500994,5,3,"[1,2,1,1,1]","[1,1,3]","[[0,1,2],[0,1,2],[1],[0,1],[0,1,2]]",UNSAT,UNSAT,"[1,2,3]",0.051768000,0.054248000,False
500995,2,4,"[1,3]","[2,1,3,2]","[[0,1],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.010310000,0.070354000,False
500996,5,2,"[1,1,1,1,1]","[1,3]","[[0,1],[0,1],[1],[1],[1]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.055956000,0.035131000,False
500997,1,3,[2],"[3,1,1]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.003683000,0.013023000,False
500998,1,2,[1],"[1,2]",[[0]],FEASIBLE,FEASIBLE,null,0.003543000,0.009634000,False
500999,5,5,"[2,3,1,1,2]","[3,1,1,2,2]","[[0,1,2,3,4],[0,1,2,3,4],[1],[1,3,4],[1,2]]",UNSAT,UNSAT,"[2,4]",0.046972000,0.063543000,False
